Product Name,Price,Description
"Thé noir (fraise, mangue) Bio en vrac","39,50 € ht","Saveur : Fraise - Mangue Ingrédients : Thé noir Assam*, -Inde du Sud*, thé vert China Sencha*, China Oolong*, morceaux de mangue*, griotte*, fleurs de souci*, fraise*, arôme naturel de..."
Thé noir Russian Earl Grey BIO en vrac,"37,90 € ht","Arôme naturel : Pamplemousse citron bergamote Ingrédients :  Thé noir Assam*, -Inde du Sud*, arôme naturel (citron, bergamote, pamplemousse), fleurs de souci*, fleurs de bleuet*. *Issu de l‘agriculture biologique Dosage..."
Thé noir De luxe bio en vrac,"41,60 € ht","Arôme naturel : Saveur orange-citron Ingrédients : Thé noir Assam*, -Inde du Sud*, citronnelle*, thé noir Assam OP*, thé noir Golden Yunnan OP*, écorces d'orange*, arôme naturel de bergamote, verveine..."
"Thé noir (Abricot, gingembre) BIO en vrac","48,95 € ht","Saveur : Abricot Ingrédients : Thé noir Assam*, Inde du Sud*, gingembre* (12%), gingembre (gingembre, sucre de canne brut)* (8%), abricot* (8%), arôme naturel (abricot), fleurs de souci*, fleurs de..."
"Thé noir (Mangue, citron vert) BIO en vrac","34,75 € ht","Saveur : Mangue - Citron vert Ingrédients : Thé noir Assam*, -Inde du Sud*, citronnelle*, pomme*, arôme naturel de mangue, gingembre*, papaye*, morceaux de mangue*, fleurs de souci*, griotte*, ananas*,..."
Thé noir (Rose) bio en vrac,"34,75 € ht","Saveur : Rose Ingrédients : Thé noir Assam*, -Inde du Sud*, pétales de rose* (2%), arôme naturel de rose.* Issu de l'agriculture biologique. Dosage : 12 - 15g/LTemps d'infusion : 3 -..."
"Thé noir de mon enfance (reglisse, menthe) bio en vrac","34,75 € ht","Arôme naturel : Saveur Réglisse - Menthe Ingrédients : Thé noir Assam*, -Inde du Sud*, anis*, menthe* (6%), arôme naturel d’anis, racine de réglisse* (4%), menthe poivrée* (4%), badiane*, mauve*,..."
Thé noir (Baies sauvages) bio en vrac,"34,75 € ht","Saveur : Baies sauvages Ingrédients : Thé noir Assam*, -Inde du Sud*, arôme naturel de fraise, arôme naturel de cassis, fraise*, baie de sureau*, groseille*, framboise*, mûre*, pétales de rose*.*..."
"Thé noir (fraise, vanille) BIO en vrac","39,50 € ht","Saveur : Fraise Ingrédients : Thé noir Assam*, -Inde du Sud*, betterave rouge*, hibiscus*, écorces de citron*, citronnelle*, arôme naturel de fraise, extrait de vanille*, fraise* (2%), Huile essentielle de..."
Thé noir (Myrtille glacée) bio en vrac,"35,30 € ht","Arôme naturel : Saveur myrtille Ingrédients : Thé noir Assam*, -Inde du Sud*, thé noir Assam CTC*, arôme naturel de myrtille, menthe*, reine des prés*, myrtille sauvage* (3%), verveine entière*,..."
"Thé noir (abricot, coco) bio en vrac","41,60 € ht","Saveur : Abricot - Coco Ingrédients : Thé noir Assam, -Inde du Sud, coco (8%), arôme naturel, papaye, abricot.  Dosage : 13 g/LTemps d'infusion : 3 - 5 MinTempérature d'infusion : 100 °..."
Thé noir duo sucrÉ (Abricot-pêche) en vrac,"41,05 € ht","Saveur : Abricot-pêche Ingrédients : Thé noir Assam*, Inde du Sud*, arôme naturel (pêche, abricot), souci*, abricot* (1%), pêche* (1%). *Issu de l'agriculture biologique. Dosage : 15 - 20 g/LTemps d'infusion :..."
"Thé vert/thé noir conte de fée (Rose, orange, Mangue) en vrac","32,15 € ht","Saveur Rose - Orange - Mangue Diurétique Ce mélange de thé vert et noir favorise le bien-être de votre corps. Le trio, pétales de rose, souci, fleurs de bleuet, aux..."
Thé noir (Cassis) en vrac,"33,70 € ht","Saveur : Cassis Ingrédients : Thé noir Assam*, -Inde du Sud*, arôme naturel de cassis, feuilles de mûre*, groseille* (2%), cassis* (1%).* Issu de l‘agriculture biologique. Dosage : 12 - 15..."
Thé noir/thé vert Gingembre-mangue BIO en vrac,"36,65 € ht","Thé noir/Arôme naturel : Saveur gingembre-mangue Ingrédients : Thé noir Assam*, -Inde du Sud*, thé vert China Gunpowder*, gingembre* (15%), arôme naturel (mangue), écorces d'orange* (4%), gingembre (gingembre, sucre de..."
Thé Pu Erh BIO en vrac,"45,05 € ht",Thé Pu Erh thé rouge corsé. Liqueur terreuse et tasse foncée. Ingrédients : 100 % Pu Erh natureDosage : 12 g/LTemps d'infusion : 4 - 5 MinTempérature d'infusion : 100°...
Thé noir Darjeeling ftgfop 1 first flush blend BIO en vrac,"36,85 € ht",Thé noir nature Darjeeling frais et fleuri avec une tasse claire et une Saveur légère. Ingrédients : 100% thé noirDosage : 13 g/LTemps d'infusion : 2 - 4 MinTempérature d'infusion...
Thé Pu Erh de Noël BIO en vrac,"45,05 € ht","Saveur cannelle-orange Ingrédients : Thé Pu Erh de Chine* (68%), bâtons de cannelle*, pomme*, écorces d'orange*, arôme naturel de cannelle, noisette,*noix*, clou de girofle*, cardamome*. *Issu de l'agriculture biologiqueDosage :..."
Thé Pu Erh Chai BIO en vrac,"50,50 € ht","Thé Pu Erh aromatisé Non aromatisé Ingrédients : Thé Pu Erh de Chine* (43%), bâtons de cannelle*, gingembre*, anis*, maté vert*, badiane*, cardamome*, cardamome moulue*, poivre rose*, guarana*. *Issu de..."
Thé Pu Erh Vanille BIO en vrac,"36,65 € ht","Saveur Vanille Ingrédients : Thé Pu Erh de Chine*, coco*, fève de cacao concassée*, bâtons de cannelle*, pop-corn*, extrait de vanille*, fleurs de bleuet*.* Issu de l‘agriculture biologique Certification :..."
Thé Oolong Chine fine oolong fu liang farm BIO en vrac,"34,75 € ht",Thé Oolong nature Spécialité de oolong avec des feuilles enroulées uniformément et montrant de légers signes de fermentation. tasse jaune pâle avec une légère touche florale. Issu de l‘agriculture biologique....
Thé Oolong (Orange) BIO en vrac,"40,55 € ht","Thé Oolong aromatisé Saveur Orange Ingrédients : China Oolong*, écorces d'orange* (16%), arôme naturel, orange, mangue*. *Issu de l'agriculture biologiqueDosage : 12 - 15 g/LTemps d'infusion : 2 - 4..."
Thé Oolong (baies sauvages) BIO en vrac,"36,85 € ht","Arome naturel : Saveur baies sauvages Ingrédients : China Oolong* (70%), baie de sureau*, thé vert China Sencha*, arôme naturel, fraise*, cassis*, groseille*, mûre*. *Issu de l‘agriculture biologiqueDosage : 12..."
Thé Oolong (Orange - Coco) BIO en vrac,"47,35 € ht","Saveur Orange - Coco Ingrédients : China Oolong*, pomme*, écorces d'orange*, datte (datte, farine de riz)*, coco*, arôme naturel de noix de coco, arôme naturel d'orange, mauve*.* Issu de l‘agriculture..."
Thé Oolong  (Pêche - vanille) BIO en vrac,"45,05 € ht","Saveur Pêche - Vanille Ingrédients : China Oolong*, thé vert China Sencha*, gingembre (gingembre, sucre de canne brut)*, gingembre*, arôme naturel de pêche, pêche* (3%), extrait de vanille*, fleurs de..."
"Thé oolong (Pêche, citron vert) BIO en vrac","49,45 € ht","Saveur : Pêche - citron vert Ingrédients : China Oolong*, citronnelle*, écorces de citron* (9%), abricot*, pêche* (3%), arôme naturel d’abricot, fleurs de souci*, arôme naturel de pêche, Huile essentielle..."
Thé Oolong (Violette) BIO en vrac,"45,05 € ht","Saveur Violette Ingrédients : China Oolong*, thé vert China Sencha*, arôme naturel de violette, extrait de vanille*, mauve*.* Issu de l‘agriculture biologiqueDosage : 12 - 15 g/LTemps d'infusion : 2..."
"Thé noir de noël suprême (cannelle, vanille) en vrac","23,75 € ht","Arôme naturel : Cannelle-vanille Ingrédients : Thé noir Ceylan, Inde du Sud, Chine, pomme, écorces d'orange, amande, pétales de rose, morceaux de cannelle, arôme, clou de girofle, vanille. Dosage :..."
"Thé noir Crispy cacao (spéculos, vanille) en vrac","31,40 € ht","Arôme naturel : Spéculoos-cannelle-vanille Ingrédients : Thé noir Assam*, Inde du Sud*, écorces de cacao*, fève de cacao concassée*, bâtons de cannelle*, pomme*, arôme naturel, souci*, vanille bourbon*. *Issu de..."
Thé noir (pain d'épices) en vrac,"34,75 € ht","Arôme naturel : Saveur pain d'épices Ingrédients : Thé noir Assam, -Inde du Sud, datte (datte, farine de riz), bâtons de cannelle, thé vert China Sencha, écorces d'orange, arôme naturel,..."
Thé noir (SIrop d'érable) en vrac,"33,70 € ht","Saveur : Sirop d'érable Ingrédients : Thé noir Assam, Inde du Sud, thé noir Golden Yunnan OP, racine de chicorée, arôme naturel, noix*, caramel (sucre, sirop de glucose, crème, beurre,..."
Thé noir Carmin (Fruit rouges) en vrac,"45,05 € ht","Arôme naturel : Fruits rouges Ingrédients : Thé noir Assam, -Inde du Sud, feuilles de mûre, arôme naturel, raisin (raisin, huile végétale), verveine entière, baie de sureau, framboise, mûre (2%),..."
"Thé noir cristal (vanille, caramel) en vrac","34,75 € ht","Arôme naturel : Vanille-caramel Ingrédients : Thé noir Assam, -Inde du Sud, datte (datte, farine de riz), arôme naturel, souci, vanille, caramel (sucre, sirop de glucose, crème, beurre, sel de..."
"Thé noir croque moi (Noix, chocolat) en vrac","42,10 € ht","Arôme naturel : Noix-chocolat Ingrédients : Thé noir Assam, -Inde du Sud, thé noir Assam OP, fève de cacao concassée, noisette(11%), bâtons de cannelle, noix (5%), arôme naturel, fleurs de..."
Thé noir du pirate (mangue-papaye) en vrac,"33,70 € ht","Arôme naturel : Mangue-papaye Ingrédients : Thé noir Assam, -Inde du Sud, thé vert China Sencha, arôme naturel, morceaux de mangue, papaye, canneberge, souci, mangue, arôme naturel d'orange. Mélange premium..."
Thé noir encas précieux (Noix pomme) en vrac,"30,35 € ht","Arôme naturel : Noix-pomme Ingrédients : Thé noir Assam, -Inde du Sud, pomme (31%), écorces d'orange, fève de cacao concassée, NOIX (6%), gingembre, bâtons de cannelle, arôme naturel, racine de..."
Thé noir Fruityfruity (Abricot) en vrac,"39,50 € ht","Arôme naturel : Abricot Ingrédients : Thé noir Assam, -Inde du Sud, raisin (raisin, huile végétale), arôme naturel, souci, pêche, abricot (1%). Mélange premium avec des ingrédients issus de l'agriculture..."
"Thé noir Gourmandise (pistache, amande, crème) en vrac","32,45 € ht","Arôme naturel : Pistache-pâte d‘amande-crème Ingrédients : Thé noir Assam, -Inde du Sud, pomme, arôme naturel, souci, caramel (sucre, sirop de glucose, crème, beurre, sel de Guérande) mélange premium avec..."
"Thé noir grande terre (fruit de la passion, papaye) en vrac","34,75 € ht","Arôme naturel : Fruit de la passion-papaye Ingrédients : Thé noir Assam, -Inde du Sud, thé vert China Sencha, arôme naturel, papaye, morceaux de mangue, souci, pétales de rose, fleurs..."
Thé noir Lili (jasmin) en vrac,"31,10 € ht","Arôme naturel : Jasmin Ingrédients : Thé noir Assam, -Inde du Sud, arôme naturel, souci, arôme naturel de jasmin. Mélange premium avec des ingrédients issus de l'agriculture durable et des..."
"Thé noir mélange gourmand (orange, vanille) en vrac","34,75 € ht","Arôme naturel : Orange-vanille Ingrédients : Thé noir Assam*, Inde du Sud*, gingembre*, écorces d'orange* (8%), bâtons de cannelle*, racine de réglisse*, arôme naturel, anis*, cardamome*, cannelle écrasé*, poivre noir*,..."
"Thé noir Petit gourmand (Brownie, poire) en vrac","33,70 € ht","Arôme naturel : Brownie-poire Ingrédients : Thé noir Assam, -Inde du Sud, pomme, fève de cacao concassée, datte (datte, farine de riz), arôme naturel, pomme, fleurs de bleuet. Mélange premium..."
"Thé noir rio grande (Fruit de la passion, goyave) en vrac","31,10 € ht","Arôme naturel : Fruit de la passion-goyave Ingrédients : Thé noir Assam, -Inde du Sud, arôme naturel, souci, pétales de rose, mauve. Mélange premium avec des ingrédients issus de l'agriculture..."
Thé noir Secret d'enfance (Spéculos) en vrac,"39,50 € ht","Arôme naturel : Spéculos Ingrédients : Thé noir Assam*, Inde du Sud*, bâtons de cannelle*, gingembre (gingembre, sucre de canne brut)*, arôme naturel, clou de girofle*, noisette*, racine de chicorée*,..."
